,feature1,feature2,true_label,cluster
1561,-0.407701,0.97823,2,-1
1562,0.958626,0.68423,3,3
1563,0.283705,0.459021,3,-1
1564,-1.05306,0.882775,2,2
1565,0.381257,-0.0966618,3,-1
1566,1.0645,0.872503,3,3
1567,0.462749,0.64999,3,-1
1568,-1.00744,0.737967,2,2
1569,0.767428,0.347831,3,3
1570,-0.662573,1.51961,2,-1
1571,1.48657,0.627441,3,3
1572,0.202858,0.995312,3,-1
1573,1.06054,0.530769,3,3
1574,-1.19386,2.15369,2,-1
1575,-1.037,1.05078,2,2
1576,0.744117,0.110643,3,-1
1577,-0.624141,1.18744,2,-1
1578,0.254003,1.10319,3,-1
1579,-1.1167,1.04062,2,2
1580,-1.1863,1.06625,2,2
1581,1.29379,0.692481,3,3
1582,0.99639,0.33073,3,3
1583,0.948611,0.82678,3,3
1584,1.96296,0.659317,3,-1
1585,-0.775572,1.27252,2,2
1586,1.5385,1.19819,3,-1
1587,-1.09351,0.790786,2,2
1588,-1.3509,0.953241,2,2
1589,1.33358,0.463165,3,3
1590,-0.919022,0.780139,2,2
1591,0.883432,0.326005,3,3
1592,1.17712,0.868169,3,3
1593,-1.39444,0.842439,2,2
1594,-0.780953,1.86991,2,-1
1595,-1.77608,0.411214,2,-1
1596,-0.908225,1.39718,2,2
1597,-1.27156,0.457097,2,-1
1598,0.412468,0.996421,3,-1
1599,0.479986,1.51032,3,-1
1600,-1.35534,1.2385,2,2
1601,-0.930062,1.15852,2,2
1602,-0.860043,1.7146,2,-1
1603,1.09435,0.397914,3,3
1604,-1.35635,1.43758,2,2
1605,0.406148,0.898218,3,-1
1606,-1.26838,0.56321,2,2
1607,0.670216,1.41063,3,-1
1608,1.01766,1.25584,3,-1
1609,1.95543,1.32581,3,-1
1610,-0.39003,0.89103,2,-1
1611,1.3484,0.687193,3,3
1612,-0.875248,1.39649,2,2
1613,-1.39173,1.28507,2,2
1614,1.18908,0.369427,3,3
1615,-0.758698,0.946239,2,2
1616,-0.592164,1.09055,2,-1
1617,0.951568,0.935173,3,3
1618,-1.15144,1.10124,2,2
1619,-1.82444,0.78259,2,-1
1620,1.25205,1.27932,3,3
1621,1.48533,0.17236,3,3
1622,0.688885,1.31585,3,-1
1623,-1.11815,0.251381,2,-1
1624,-1.19704,1.19766,2,2
1625,-0.853152,1.56934,2,2
1626,0.587988,1.68668,3,-1
1627,1.41155,1.4527,3,-1
1628,-1.26662,1.74963,2,-1
1629,1.01111,0.621664,3,3
1630,0.984425,0.584172,3,3
1631,-0.795026,0.703827,2,2
1632,-1.31755,1.56346,2,2
1633,-0.809588,1.19856,2,2
1634,-1.17176,1.36491,2,2
1635,-1.06353,0.8323,2,2
1636,-0.0948909,0.685927,3,-1
1637,1.28879,0.87704,3,3
1638,0.885699,0.678519,3,3
1639,1.14083,0.766517,3,3
1640,-0.262667,1.09637,2,-1
1641,0.605452,0.523668,3,-1
1642,0.826324,-0.231979,3,-1
1643,-1.1265,2.10529,2,-1
1644,-2.07238,1.15919,2,-1
1645,0.774991,0.588732,3,3
1646,1.02044,0.0410096,3,-1
1647,-1.88247,1.16626,2,-1
1648,-0.43444,0.567352,2,-1
1649,0.887422,0.795008,3,3
1650,1.31918,0.911935,3,3
1651,0.493462,0.97246,3,-1
1652,1.08279,0.628635,3,3
1653,1.5594,1.24196,3,-1
1654,0.138199,0.431949,3,-1
1655,1.04099,1.02778,3,3
1656,-1.06261,1.51831,2,2
1657,-1.29912,1.25797,2,2
1658,1.40582,0.930447,3,3
1659,1.27135,0.309685,3,3
1660,-1.60927,0.762664,2,-1
1661,-0.472386,1.1125,2,-1
1662,-1.73459,1.8109,2,-1
1663,-0.60934,0.808749,2,2
1664,1.00486,0.27431,3,3
1665,-0.8328,0.847987,2,2
1666,-0.909453,0.699137,2,2
1667,1.38146,1.5395,3,-1
1668,-1.18565,0.391517,2,-1
1669,-0.884053,1.43634,2,2
1670,0.807628,0.352427,3,3
1671,1.47487,0.324196,3,3
1672,-1.54315,1.37272,2,2
1673,1.63988,0.978854,3,-1
1674,1.35944,1.08684,3,3
1675,0.274839,0.796744,3,-1
1676,-0.866353,1.25367,2,2
1677,0.123916,1.14044,3,-1
1678,0.745124,0.397576,3,3
1679,-1.23858,0.898989,2,2
1680,-0.745782,1.20941,2,2
1681,-1.01439,1.42069,2,2
1682,-1.78818,1.31565,2,2
1683,-0.462967,1.30565,2,-1
1684,0.930441,0.5525,3,3
1685,-1.01951,1.19019,2,2
1686,-0.97757,2.11766,2,-1
1687,0.37575,0.876576,3,-1
1688,-1.1122,0.255798,2,-1
1689,-2.35624,1.53528,2,-1
1690,-0.861092,1.65044,2,-1
1691,0.751757,0.293956,3,3
1692,0.773259,0.758001,3,3
1693,-0.316229,0.637051,2,-1
1694,0.643165,-0.131028,3,-1
1695,-1.39864,0.758297,2,2
1696,-1.62772,0.264613,2,-1
1697,0.750063,0.853671,3,3
1698,-1.02683,0.614028,2,2
1699,-1.09571,0.79871,2,2
1700,-1.14547,1.77834,2,-1
1701,0.794377,0.624471,3,3
1702,-1.07133,1.18486,2,2
1703,1.88932,0.551035,3,-1
1704,0.754413,0.700289,3,3
1705,0.809661,0.864006,3,3
1706,-1.09926,1.29549,2,2
1707,1.18709,1.07568,3,3
1708,0.242688,1.54694,2,-1
1709,-1.05811,1.04153,2,2
1710,-1.40429,1.34472,2,2
1711,-1.35631,1.16237,2,2
1712,-1.39091,1.51762,2,2
1713,1.78842,0.934729,3,-1
1714,-0.596978,0.579059,2,-1
1715,-1.36596,1.2257,2,2
1716,1.54034,0.862041,3,3
1717,-1.55636,0.899933,2,2
1718,-0.517545,0.499188,2,-1
1719,-1.65106,0.483315,2,-1
1720,0.857521,1.02031,3,3
1721,1.40877,0.207153,3,3
1722,1.23377,0.120809,3,3
1723,-1.39359,1.32537,2,2
1724,0.538592,0.074707,3,-1
1725,0.951896,0.749012,3,3
1726,-1.65563,0.584642,2,-1
1727,0.622696,0.240808,3,3
1728,-1.08639,0.941642,2,2
1729,-0.759387,1.64504,2,-1
1730,0.827473,0.879319,3,3
1731,1.77378,0.832296,3,-1
1732,0.79009,1.01306,3,3
1733,1.17925,0.785897,3,3
1734,1.33116,2.31604,3,-1
1735,1.65033,0.793085,3,3
1736,-1.82447,1.55699,2,-1
1737,-1.13166,1.09858,2,2
1738,1.37992,1.18479,3,3
1739,1.60277,0.634501,3,3
1740,-0.780733,0.574404,2,2
1741,-1.05671,0.564059,2,2
1742,-1.37397,1.11574,2,2
1743,0.692955,0.131724,3,-1
1744,-0.904329,0.679328,2,2
1745,-0.392854,0.851676,2,-1
1746,1.99709,0.0345174,3,-1
1747,-0.810468,0.698517,2,2
1748,-0.763529,0.839422,2,2
1749,-0.525946,1.31604,2,-1
1750,1.58151,1.83128,3,-1
1751,1.51582,0.456168,3,3
1752,-0.721107,1.35239,2,2
1753,-1.61703,1.37607,2,2
1754,-1.077,0.494259,2,2
1755,-1.79716,0.350027,2,-1
1756,-0.966524,0.847464,2,2
1757,0.852661,0.57164,3,3
1758,0.551263,0.988187,3,4
1759,1.01574,1.09414,3,3
1760,-1.1745,1.18283,2,2
1761,-0.240595,1.13845,2,-1
1762,-0.658827,1.33484,2,2
1763,0.676329,1.13579,3,-1
1764,-1.59591,1.40878,2,2
1765,-1.62867,1.30472,2,2
1766,-2.62398,0.65604,2,-1
1767,0.155318,1.40121,3,-1
1768,-1.1662,0.693904,2,2
1769,-1.84297,0.880496,2,-1
1770,-1.1751,1.27995,2,2
1771,1.42951,0.899018,3,3
1772,0.960905,1.00851,3,3
1773,-1.10656,1.05571,2,2
1774,0.356991,0.521436,3,-1
1775,-0.93917,1.05145,2,2
1776,0.862908,0.747834,3,3
1777,1.49728,0.41452,3,3
1778,0.938087,0.415444,3,3
1779,-1.32578,0.997119,2,2
1780,-2.34207,1.42325,2,-1
1781,-0.781668,1.29251,2,2
1782,1.2512,0.763685,3,3
1783,-1.43204,0.956027,2,2
1784,1.01484,1.06751,3,3
1785,-1.23232,1.08819,2,2
1786,1.48999,0.58703,3,3
1787,1.09093,0.374027,3,3
1788,0.70239,0.340921,3,3
1789,0.996117,0.300467,3,3
1790,0.659901,0.111236,3,-1
1791,-1.27131,1.00012,2,2
1792,-1.04324,0.847317,2,2
1793,-1.76532,1.39057,2,2
1794,-1.47225,0.945558,2,2
1795,1.81752,0.262711,3,-1
1796,1.31545,0.299575,3,3
1797,-1.89203,1.1017,2,-1
1798,-0.0467267,0.561272,3,-1
1799,1.01442,0.535991,3,3
1800,-1.68456,0.332918,2,-1
1801,1.4481,1.19437,3,3
1802,1.40998,1.30254,3,3
1803,-1.02266,2.10199,2,-1
1804,0.454748,0.573719,3,-1
1805,-0.972531,0.81105,2,2
1806,0.0854131,-0.196714,3,1
1807,-0.885913,1.54243,2,2
1808,0.794136,0.698716,3,3
1809,-1.36275,1.52099,2,2
1810,0.955906,0.353743,3,3
1811,0.817433,0.607846,3,3
1812,0.870141,0.623115,3,3
1813,1.44906,0.77403,3,3
1814,1.65538,0.57696,3,3
1815,0.647362,0.474769,3,3
1816,-1.69624,1.26647,2,2
1817,-1.26003,0.984422,2,2
1818,0.925985,0.843672,3,3
1819,-0.972741,1.35065,2,2
1820,-1.60092,1.29117,2,2
1821,-0.396391,1.24572,2,-1
1822,1.68891,0.675022,3,3
1823,0.837523,0.784007,3,3
1824,-0.887635,1.99194,2,-1
1825,1.07015,0.387096,3,3
1826,1.21571,0.87887,3,3
1827,1.22178,0.89592,3,3
1828,-1.25346,1.23011,2,2
1829,1.61137,0.663168,3,3
1830,1.07653,1.19297,3,-1
1831,-1.40494,0.583948,2,-1
1832,-0.415118,0.508226,2,-1
1833,1.64763,1.00757,3,-1
1834,2.28935,0.222456,3,-1
1835,-1.44929,0.880641,2,2
1836,-0.920212,1.29521,2,2
1837,0.893736,0.759914,3,3
1838,1.08653,0.306513,3,3
1839,0.831943,0.735863,3,3
1840,1.14072,1.2985,3,-1
1841,-1.14078,1.61296,2,2
1842,1.47685,0.603981,3,3
1843,0.881661,0.288377,3,3
1844,-1.16487,1.97192,2,-1
1845,1.13801,0.0788516,3,-1
1846,-1.42851,1.8405,2,-1
1847,-1.16956,0.596081,2,2
1848,0.689803,0.412857,3,3
1849,-1.50983,1.3511,2,2
1850,-0.652379,1.57498,2,-1
1851,-1.23408,0.74999,2,2
1852,0.679996,0.783576,3,3
1853,0.889568,0.640498,3,3
1854,1.23407,0.587118,3,3
1855,1.32048,0.332828,3,3
1856,-1.05218,1.08695,2,2
1857,1.0559,0.692357,3,3
1858,0.889979,0.87653,3,3
1859,-1.0128,1.69479,2,-1
1860,1.4251,0.98296,3,3
1861,-1.02089,0.784873,2,2
1862,-1.72149,1.68166,2,-1
1863,1.49798,1.29648,3,-1
1864,-1.59945,0.988371,2,2
1865,-2.07826,0.662814,2,-1
1866,-1.47826,1.36412,2,2
1867,0.241723,0.773156,3,-1
1868,-0.738195,1.2257,2,2
1869,-0.814865,1.33535,2,2
1870,-1.81064,0.496856,2,-1
1871,-1.30925,0.927366,2,2
1872,1.56221,0.797342,3,3
1873,1.2137,1.1188,3,3
1874,1.25415,0.561773,3,3
1875,0.911314,0.561902,3,3
1876,1.26738,-0.188123,3,-1
1877,0.995906,1.28841,3,-1
1878,0.996575,0.666458,3,3
1879,-1.13658,1.13159,2,2
1880,1.41674,0.545808,3,3
1881,-1.40733,1.23846,2,2
1882,1.35593,0.318925,3,3
1883,-0.858904,1.0405,2,2
1884,0.383431,1.05645,3,-1
1885,-0.484096,1.6552,2,-1
1886,1.11918,0.268074,3,3
1887,-1.69417,1.35454,2,2
1888,-0.955635,1.57648,2,-1
1889,-0.618918,1.10977,2,-1
1890,1.38284,0.211292,3,3
1891,0.726642,0.43163,3,3
1892,0.913084,0.792681,3,3
1893,-1.17203,0.487169,2,2
1894,-1.03269,1.45139,2,2
1895,1.0397,1.02145,3,3
1896,0.607473,0.233319,3,3
1897,1.23157,0.792699,3,3
1898,-1.12742,0.606764,2,2
1899,1.24539,1.24154,3,3
1900,-0.697389,0.841993,2,2
1901,-1.77945,0.777984,2,-1
1902,-1.85985,0.903816,2,-1
1903,0.989013,0.334121,3,3
1904,1.09808,0.962414,3,3
1905,1.39003,0.892646,3,3
1906,-1.01421,0.37107,2,-1
1907,-1.69052,0.23433,2,-1
1908,0.410116,1.14689,3,-1
1909,-0.826165,0.926788,2,2
1910,-1.61289,0.394054,2,-1
1911,1.55446,0.405854,3,3
1912,0.00737389,1.0418,2,-1
1913,-1.63693,0.954882,2,2
1914,1.1101,0.78039,3,3
1915,-1.25857,1.37102,2,2
1916,-2.11717,0.863242,2,-1
1917,0.902536,0.657043,3,3
1918,0.620326,1.30022,3,-1
1919,-0.821511,1.04817,2,2
1920,-0.628308,0.740688,2,2
1921,0.9059,0.396795,3,3
1922,0.997894,0.285838,3,3
1923,-1.1393,0.768639,2,2
1924,-1.51033,0.528533,2,5
1925,0.249462,0.94204,3,-1
1926,-0.894877,1.55359,2,2
1927,-1.21461,1.08782,2,2
1928,1.2526,0.8159,3,3
1929,-1.30018,0.977484,2,2
1930,-0.632767,0.358792,2,-1
1931,0.529041,0.428401,3,-1
1932,1.06708,0.496841,3,3
1933,-1.26593,0.798323,2,2
1934,-0.840787,0.914992,2,2
1935,1.29117,0.936696,3,3
1936,-1.3562,0.296533,2,-1
1937,-1.02416,1.2207,2,2
1938,-0.875542,0.656703,2,2
1939,-1.14792,1.68572,2,2
1940,-1.7455,1.35999,2,2
1941,-0.897318,0.350046,2,-1
1942,-1.14104,1.07793,2,2
1943,1.74452,0.435023,3,-1
1944,-0.77943,1.41976,2,2
1945,-1.52983,0.848937,2,2
1946,1.58138,0.940916,3,3
1947,1.1565,0.913689,3,3
1948,-0.864107,0.60675,2,2
1949,1.38616,0.350298,3,3
1950,-1.37499,0.901969,2,2
1951,0.806081,1.23358,3,-1
1952,-0.300178,1.64079,2,-1
1953,1.43484,0.567621,3,3
1954,1.41517,0.521627,3,3
1955,-1.93086,1.6443,2,-1
1956,-1.59242,1.06189,2,2
1957,-1.03594,1.40659,2,2
1958,-1.71487,0.533011,2,-1
1959,1.02343,0.496189,3,3
1960,0.808723,1.11252,3,3
1961,1.57194,0.653041,3,3
1962,0.317837,0.402968,3,-1
1963,1.04109,0.716459,3,3
1964,-1.03064,0.551174,2,2
1965,0.293897,0.817353,3,-1
1966,-1.08099,1.08298,2,2
1967,1.02436,0.488351,3,3
1968,1.05519,0.599889,3,3
1969,-0.486532,0.994733,2,-1
1970,-1.03115,1.06084,2,2
1971,1.73221,0.58062,3,-1
1972,-0.747781,1.34566,2,2
1973,-0.94704,1.98136,2,-1
1974,-0.00556788,0.628726,3,-1
1975,-0.920206,2.68268,2,-1
1976,-1.53791,0.452234,2,5
1977,1.74595,1.0694,3,-1
1978,1.09189,0.575282,3,3
1979,-0.519105,1.46594,2,-1
1980,1.25832,0.482061,3,3
1981,0.872484,0.794014,3,3
1982,0.720259,0.316072,3,3
1983,1.58867,0.69338,3,3
1984,1.76474,1.09876,3,-1
1985,0.824904,0.460497,3,3
1986,0.851733,0.723105,3,3
1987,1.19732,0.37205,3,3
1988,0.802116,0.558314,3,3
1989,-1.91102,1.3075,2,-1
1990,-1.11873,0.723816,2,2
1991,-1.50908,0.947885,2,2
1992,-0.0444846,1.13541,2,-1
1993,0.690724,0.819309,3,3
1994,1.66189,0.494497,3,-1
1995,-0.186326,0.270542,2,-1
1996,-0.913513,1.68075,2,-1
1997,-0.450254,1.12978,2,-1
1998,0.421832,0.414412,3,-1
1999,-0.574301,0.835893,2,2
2000,1.18661,1.1005,3,3
2001,-1.18291,1.21833,2,2
2002,1.51756,0.406883,3,3
2003,0.559086,0.743923,3,3
2004,-1.5347,0.832643,2,2
2005,1.29997,1.0082,3,3
2006,-1.4573,1.51384,2,2
2007,-0.998368,1.27151,2,2
2008,-1.1475,1.07169,2,2
2009,0.666805,0.880828,3,3
2010,0.763855,0.136001,3,-1
2011,0.767618,0.718597,3,3
2012,-1.60269,1.47264,2,2
2013,1.67381,0.332845,3,-1
2014,-1.56568,0.494845,2,5
2015,-1.00553,0.99067,2,2
2016,-1.01655,0.768282,2,2
2017,1.0812,0.708635,3,3
2018,-0.784828,0.57024,2,2
2019,-0.818869,1.15293,2,2
2020,1.36058,-0.0575768,3,-1
2021,1.43286,0.804501,3,3
2022,-1.11022,0.889621,2,2
2023,1.81642,1.09402,3,-1
2024,-1.15657,1.43014,2,2
2025,1.01222,1.15565,3,-1
2026,-0.338432,1.34801,2,-1
2027,1.64224,0.27681,3,-1
2028,-1.10602,0.527373,2,2
2029,-1.70251,1.33101,2,2
2030,1.35076,0.826053,3,3
2031,1.18667,0.409443,3,3
2032,-1.06468,1.37634,2,2
2033,0.775488,-0.0910986,3,-1
2034,0.636075,1.45498,3,-1
2035,1.6527,1.31669,3,-1
2036,1.0188,1.255,3,-1
2037,-1.1633,1.13047,2,2
2038,-1.09958,0.677365,2,2
2039,1.38278,1.23675,3,3
2040,-1.26283,0.925962,2,2
2041,0.640742,0.720131,3,3
2042,0.675845,0.407034,3,3
2043,1.57776,0.269789,3,-1
2044,0.967285,0.654772,3,3
2045,0.992248,0.532094,3,3
2046,-1.84582,1.60637,2,-1
2047,1.13507,0.993139,3,3
2048,1.69224,-0.00630965,3,-1
2049,-1.65428,0.1871,2,-1
2050,-1.41402,0.854473,2,2
2051,-1.25063,1.70117,2,-1
2052,-0.936566,1.22037,2,2
2053,1.88645,1.61172,3,-1
2054,0.820469,0.553183,3,3
2055,-1.64927,0.950234,2,2
2056,-0.686183,1.4687,2,-1
2057,-0.728236,0.867277,2,2
2058,1.45595,0.579999,3,3
2059,1.08538,0.873488,3,3
2060,-1.06671,0.953265,2,2
2061,-0.842548,0.411565,2,-1
2062,-1.12136,0.883229,2,2
2063,1.1314,1.03889,3,3
2064,-1.31821,0.616446,2,2
2065,0.940037,0.446169,3,3
2066,1.32771,0.705207,3,3
2067,-1.26456,1.48233,2,2
2068,-1.64416,1.33766,2,2
2069,-1.79872,1.70558,2,-1
2070,1.35259,0.302772,3,3
2071,-1.1515,0.984235,2,2
2072,0.565033,1.14757,3,-1
2073,1.20498,0.891357,3,3
2074,1.50289,0.50968,3,3
2075,-1.02832,1.42544,2,2
2076,-1.40564,1.86341,2,-1
2077,1.91903,0.605196,3,-1
2078,1.10771,1.05946,3,3
2079,1.05732,-0.0535793,3,-1
2080,-1.82462,1.15791,2,-1
2081,-0.561685,1.09044,2,-1
2082,-1.47329,0.496441,2,5
2083,2.01334,1.10992,3,-1
2084,1.32727,0.880661,3,3
2085,-1.10862,0.8725,2,2
2086,1.63919,1.76059,3,-1
2087,1.46088,0.163315,3,3
2088,-1.05191,1.46924,2,2
2089,-1.59149,1.3668,2,2
2090,1.03737,0.497452,3,3
2091,-1.27858,0.125172,2,-1
2092,-1.08559,1.23337,2,2
2093,-1.43028,1.00402,2,2
2094,1.77052,0.199264,3,-1
2095,-1.4593,1.19765,2,2
2096,0.395874,1.02439,3,-1
2097,-0.935645,1.17475,2,2
2098,-1.70815,1.378,2,2
2099,2.00581,1.97682,3,-1
2100,-0.737293,0.429107,2,-1
2101,-0.711528,1.02061,2,2
2102,1.28648,0.326707,3,3
2103,-0.19126,1.51075,2,-1
2104,1.39565,0.0599325,3,3
2105,-1.17007,1.73189,2,-1
2106,-0.764806,1.01525,2,2
2107,-1.72573,1.46312,2,-1
2108,0.990228,0.559929,3,3
2109,1.08555,0.598043,3,3
2110,-1.04695,1.40204,2,2
2111,-1.00374,1.42808,2,2
2112,0.851356,1.04172,3,3
2113,1.14387,0.575051,3,3
2114,1.42241,0.503562,3,3
2115,1.46367,0.997963,3,3
2116,1.91729,1.19936,3,-1
2117,-1.20477,0.989893,2,2
2118,1.2472,0.623189,3,3
2119,1.68194,0.916268,3,-1
2120,-1.06911,0.767822,2,2
2121,-1.67588,1.23783,2,2
2122,1.50439,1.11471,3,3
2123,-1.1042,1.3833,2,2
2124,-1.25417,0.966688,2,2
2125,-1.4457,1.46727,2,2
2126,1.25656,0.664307,3,3
2127,-1.45685,1.49395,2,2
2128,-1.12466,0.633868,2,2
2129,0.784582,0.92638,3,3
2130,1.1071,0.288123,3,3
2131,1.2673,0.55424,3,3
2132,-0.3984,1.50323,2,-1
2133,0.667401,0.860547,3,3
2134,1.12036,0.916454,3,3
2135,1.22269,0.541914,3,3
2136,1.54845,0.652963,3,3
2137,-1.11897,0.548579,2,2
2138,0.721821,1.55281,3,-1
2139,0.937502,0.809647,3,3
2140,0.812436,0.190169,3,3
2141,1.85413,0.494582,3,-1
2142,2.10701,0.618434,3,-1
2143,0.632293,0.849879,3,3
2144,-1.26528,0.968387,2,2
2145,-1.62429,1.00262,2,2
2146,-1.57085,1.72578,2,-1
2147,-0.862296,1.63403,2,-1
2148,1.04277,1.31247,3,-1
2149,0.980644,-0.148163,3,-1
2150,1.26003,1.12922,3,3
2151,1.19572,0.480229,3,3
2152,0.996934,0.271331,3,3
2153,-2.02413,1.0707,2,-1
2154,-0.611056,0.828325,2,2
2155,-1.63955,1.2822,2,2
2156,1.54295,0.892749,3,3
2157,-0.780449,1.11218,2,2
2158,0.871938,0.650648,3,3
2159,-1.12854,1.5364,2,2
2160,1.46865,0.207374,3,3
2161,-1.43675,1.87707,2,-1
2162,0.716155,0.413554,3,3
2163,0.853824,0.616877,3,3
2164,0.897727,1.21684,3,-1
2165,-1.40413,2.14475,2,-1
2166,1.33335,0.576672,3,3
2167,1.03828,1.08048,3,3
2168,0.727591,1.15036,3,-1
2169,-0.707354,0.992794,2,2
2170,1.00923,0.681814,3,3
2171,1.9908,0.68606,3,-1
2172,0.38811,0.216306,3,-1
2173,0.608423,0.341532,3,3
2174,-0.831345,1.26632,2,2
2175,1.14865,0.927372,3,3
2176,1.5639,1.55236,3,-1
2177,0.5674,0.312586,3,3
2178,1.34713,0.767554,3,3
2179,-1.00309,0.770688,2,2
2180,0.475767,0.449837,3,-1
2181,-0.864169,0.391285,2,-1
2182,-0.928522,1.02426,2,2
2183,-0.509513,0.844547,2,-1
2184,0.932568,0.100453,3,-1
2185,-0.685799,0.464404,2,-1
2186,-1.44308,0.861064,2,2
2187,-1.18225,1.47862,2,2
2188,-1.13395,1.02063,2,2
2189,-1.42626,0.960504,2,2
2190,-1.27578,0.621908,2,2
2191,-0.945187,0.800096,2,2
2192,0.785516,0.51445,3,3
2193,-1.61322,1.2123,2,2
2194,1.1324,1.16733,3,3
2195,0.842159,0.821449,3,3
2196,-1.47715,1.12594,2,2
2197,1.02991,0.456688,3,3
2198,1.07261,0.883752,3,3
2199,-0.759178,1.28769,2,2
2200,-0.986598,0.918267,2,2
2201,-1.42659,1.2146,2,2
2202,-0.846329,0.878968,2,2
2203,-1.47969,0.993019,2,2
2204,-0.729418,1.6101,2,-1
2205,1.23471,0.0542968,3,3
2206,1.33372,0.759148,3,3
2207,-1.63566,1.27851,2,2
2208,-1.42114,1.43476,2,2
2209,-1.00589,0.561826,2,2
2210,0.663483,0.286789,3,3
2211,0.994476,0.878315,3,3
2212,-1.44832,0.573118,2,5
2213,1.02086,1.37493,3,-1
2214,-1.37298,1.73577,2,-1
2215,-0.98979,0.813641,2,2
2216,1.06278,0.0821369,3,-1
2217,0.881517,0.745523,3,3
2218,-1.65755,1.80986,2,-1
2219,-0.866974,1.48585,2,2
2220,0.596491,0.786957,3,3
2221,0.561133,1.36712,3,-1
2222,1.21545,1.02541,3,3
2223,0.542927,0.890923,3,3
2224,1.472,1.3236,3,-1
2225,-1.22697,1.24961,2,2
2226,0.639478,0.583099,3,-1
2227,-1.75265,1.84276,2,-1
2228,-1.04462,2.16282,2,-1
2229,0.763848,0.48286,3,3
2230,1.25921,0.0342842,3,3
2231,-1.1858,1.28388,2,2
2232,2.05301,0.581875,3,-1
2233,-1.03602,0.705934,2,2
2234,-1.43177,0.920609,2,2
2235,-0.900576,1.1133,2,2
2236,-1.16222,0.961766,2,2
2237,1.24035,0.521778,3,3
2238,0.902516,0.0169253,3,-1
2239,-0.111094,0.930941,2,-1
2240,-1.40158,1.24453,2,2
2241,1.32379,0.465935,3,3
2242,-0.421879,1.27018,2,-1
2243,-1.26512,0.768507,2,2
2244,0.442403,0.679501,3,-1
2245,1.2694,0.846236,3,3
2246,-0.997962,0.349099,2,-1
2247,-1.43646,0.850892,2,2
2248,-0.413397,0.487433,2,-1
2249,1.50118,0.65218,3,3
2250,0.554878,0.251512,3,-1
2251,-0.606576,0.742245,2,2
2252,1.31229,1.31656,3,3
2253,-1.79001,1.80874,2,-1
2254,-1.07527,1.24183,2,2
2255,-1.56132,1.28613,2,2
2256,1.29512,0.972538,3,3
2257,1.1732,0.893036,3,3
2258,1.50448,0.923546,3,3
2259,-1.58444,2.17558,2,-1
2260,1.18065,0.532009,3,3
2261,-1.14546,1.22615,2,2
2262,-1.1427,1.28865,2,2
2263,1.27783,0.13332,3,3
2264,-0.0470567,0.565678,3,-1
2265,1.05379,0.00171161,3,-1
2266,1.63272,0.838126,3,3
2267,-0.611083,1.01584,2,-1
2268,0.514482,0.971126,3,4
2269,-0.926615,0.675501,2,2
2270,-0.892073,0.997341,2,2
2271,-1.04271,0.871059,2,2
2272,-0.772524,0.810523,2,2
2273,0.591462,0.303264,3,3
2274,0.569975,-0.509019,3,-1
2275,-0.77477,0.612275,2,2
2276,-1.13315,0.810948,2,2
2277,1.39113,0.605362,3,3
2278,0.605346,1.05446,3,4
2279,-1.10982,1.32903,2,2
2280,0.606042,1.27082,3,-1
2281,1.31072,0.116422,3,3
2282,0.737743,0.658127,3,3
2283,0.889343,0.621845,3,3
2284,0.75137,0.145934,3,-1
2285,-0.905669,0.997696,2,2
2286,0.605785,0.513814,3,-1
2287,0.533466,0.935725,3,4
2288,-1.20237,0.651529,2,2
2289,-0.785277,1.64529,2,-1
2290,1.26051,0.44752,3,3
2291,0.618745,0.862503,3,3
2292,-1.40098,1.24757,2,2
2293,1.16452,-0.0503351,3,-1
2294,1.40267,0.859711,3,3
2295,-0.991536,1.31474,2,2
2296,1.65306,0.47127,3,-1
2297,-1.87636,1.26475,2,-1
2298,-1.57988,1.02184,2,2
2299,-1.31935,0.732989,2,2
2300,1.96429,1.36018,3,-1
2301,1.85966,1.24154,3,-1
2302,-0.145581,0.476866,3,-1
2303,-0.218771,1.58384,2,-1
2304,1.9503,1.13333,3,-1
2305,1.3323,1.11277,3,3
2306,-1.37582,1.51561,2,2
2307,-0.632537,0.789516,2,2
2308,-1.2622,0.704585,2,2
2309,1.27585,0.599558,3,3
2310,-0.861043,1.98064,2,-1
2311,-1.13181,0.736421,2,2
2312,-0.817223,1.20608,2,2
2313,0.974091,0.568272,3,3
2314,-0.907255,0.92771,2,2
2315,0.876953,1.28441,3,-1
2316,-2.09156,1.04468,2,-1
2317,-1.44948,1.10141,2,2
2318,-1.29682,1.3971,2,2
2319,-1.85716,1.11021,2,-1
2320,-1.35796,1.34053,2,2
2321,1.06406,0.338355,3,3
2322,-1.32989,1.15253,2,2
2323,-1.29971,1.94469,2,-1
2324,1.43573,0.940235,3,3
2325,-1.35897,0.0744935,2,-1
2326,-1.11434,0.957465,2,2
2327,0.350004,0.285585,3,-1
2328,1.53294,0.897732,3,3
2329,1.55264,0.490676,3,3
2330,1.27773,0.641631,3,3
2331,0.371471,0.367581,3,-1
2332,-1.37116,1.00457,2,2
2333,1.41067,0.116913,3,3
2334,1.17856,0.914423,3,3
2335,1.13958,-0.237686,3,-1
2336,0.974127,1.03572,3,3
2337,1.10086,0.93435,3,3
2338,-1.35589,1.68566,2,-1
2339,0.825437,0.772321,3,3
2340,-1.25255,1.5383,2,2
2341,1.21008,0.20623,3,3
2342,-1.59645,1.51955,2,-1
