index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,component_0,component_1,component_2,component_3,component_4,reconstructed_0,reconstructed_1,reconstructed_2,reconstructed_3,reconstructed_4,reconstructed_5,reconstructed_6,reconstructed_7,reconstructed_8,reconstructed_9,reconstructed_10,reconstructed_11,reconstructed_12,reconstructed_13,reconstructed_14,reconstructed_15,reconstructed_16,reconstructed_17,reconstructed_18,reconstructed_19
5925,0,-1.62948,0,0,-0.659583,0,0,0,0,0,0,0,-0.6534,1.34015,0,-0.729122,0,0,0,0,3.64982e-06,-0.000260537,9.42533e-06,-0.000704646,-0.000310523,-0.0280904,-1.64136,0.0182653,0.0320343,0.00574141,0.00101575,-0.00286106,-0.00187901,-0.0293698,-0.0140932,-0.00297854,0.0277998,-0.64189,0.0250331,0.0170748,-0.756445,0.0142758,-0.0127607,0.0445498,-0.0221736
5926,-1.25217,0,0,0.987285,0,0.256619,0,0,0.00982494,0,1.36392,0,0,0,0,0.0166023,-0.848609,-0.621763,0.283726,-1.70952,-4.14591e-07,-8.52748e-07,0.000118087,-1.53894e-06,7.80108e-06,-0.00258136,-0.00723932,0.00100472,0.0024382,0.000436224,0.00318247,-0.000645538,-0.00212233,0.000744678,7.38549e-05,0.00168971,0.00316434,-0.00417304,0.000167747,-0.0019698,0.0207128,0.00322508,0.00200974,0.283968,0.00151224
5927,0,0,0,0,1.58459,0,0,0,1.69536,0,-0.297097,0,0,0,0,0,0,0,0.0749278,0,-1.22804e-07,-2.17473e-07,3.11715e-05,-4.24035e-07,2.28361e-07,-0.000717434,-0.00199417,0.000275442,0.000644285,5.94999e-05,0.000831322,-0.000187643,-0.000595617,0.00010207,5.51944e-05,0.000412323,0.000912043,-0.0010641,4.13896e-05,-0.000584208,0.00108552,0.000847882,0.000522199,0.0749278,0.000381715
5928,0,1.41934,-1.60354,0,0,0,0.922886,-1.61518,0,-0.0401375,0,0,0,0.749605,0,0,0,0,0,0,-5.35472e-06,-9.57235e-07,-8.6168e-06,0.000611556,6.06883e-06,0.0114458,1.41934,-0.00355621,-0.0293061,-0.0095357,0.00100483,0.00147852,-0.00265756,0.00814078,0.00993764,-0.00151628,-0.0121737,-0.00453063,-0.006838,-0.0253681,0.0283672,-0.0176749,0.00377163,-0.0405236,0.0118668
5929,0,0,0,0,0,0,-0.0681825,0,0,-0.4713,0,0,0,-0.721762,0.0803443,0,0,0,0.237693,0,3.23728e-05,-6.5413e-07,9.87587e-05,-1.61658e-06,9.56873e-07,-0.0023499,-0.00761197,0.000372096,0.00134313,0.00084064,0.00343526,7.62531e-05,-0.000956572,0.000155415,0.00112695,0.000772206,0.00218213,-0.00319834,5.8864e-05,0.078491,0.00456093,0.0017203,0.00346803,0.237091,0.00247808
5930,0.0219382,0,0,-0.312655,0,0.940392,0,0,0,0,0,1.51074,1.69401,-0.469243,0,0,0,0,0,0,7.34126e-07,0.000681651,-4.59873e-06,-9.96107e-07,-2.7682e-06,0.0233532,-0.00471461,-0.0324108,0.00434557,-0.0105177,-0.00955697,-0.00438446,-0.00236914,0.0111324,0.0223471,-0.00238253,-0.00290502,1.69401,-0.0458027,0.00363999,-0.0135944,0.0139524,0.0181737,-0.0225017,0.0145586
5931,0,0,0,0,0,0,0,0,0,0,0,0.278084,0,0,0,0,-0.743436,0.596511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,0,0,1.21611,0,0,0,-1.0752,0,0,0,0,0,0,1.60215,0,0,-1.33123,0.146562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,0,-0.722047,0,0,0,0,-0.0368834,0.0653093,0,0,0,0,0,0,-0.846246,0,0,0,0,0,-0.000342354,1.10318e-07,5.71583e-06,-0.000308251,-5.53558e-06,-0.00504342,-0.708503,0.00709324,0.0222892,-0.00201519,-0.008917,-0.00782504,-0.00847407,-0.00236784,-0.0150811,0.00641487,0.0136832,0.00043731,0.00424157,-0.833341,-0.0261997,0.0192023,-0.0209983,0.0269532,-0.0193836
5934,0,0,0,-0.870214,0,0,0,0,-0.216632,0,0,0,0.727744,0,0,0,-1.12261,-0.718592,0,-0.41059,3.15379e-07,0.000292836,-1.9756e-06,-4.27925e-07,-1.18921e-06,0.0100325,-0.00202539,-0.0139236,0.00186685,-0.0045184,-0.00410565,-0.00188355,-0.00101778,0.00478243,0.00960024,-0.00102353,-0.00124799,0.727744,-0.0196767,0.00156373,-0.00584012,0.00599391,0.00780737,-0.00966667,0.00625433
5935,0.8526,0,1.283,0,0,0,0,0,1.26548,0,0,0.6413,0,0,0,0,0.72737,0,0.753648,0,-1.2352e-06,-2.18742e-06,0.000313533,-4.26508e-06,2.29693e-06,-0.00721618,-0.020058,0.00277048,0.00648043,0.000598469,0.00836171,-0.00188738,-0.00599091,0.00102665,0.000555163,0.00414728,0.00917363,-0.0107031,0.00041631,-0.00587615,0.0109185,0.00852827,0.00525245,0.753648,0.00383942
5936,0,0,0,0,0,-1.59712,0,0,0,-0.945567,0.885794,0,0,0,0,1.14606,0,0,0,-1.51694,3.48086e-06,-2.01924e-06,3.52246e-06,4.60663e-06,0.000478817,0.00934059,0.0215325,-0.00264284,-0.000102973,0.0145597,0.00238429,0.00448723,0.00918554,0.0247248,-0.00932925,0.00886243,-0.0199674,-0.00991634,0.000760626,0.0167325,1.14606,0.000996981,0.00223335,0.016744,0.00461254
5937,0,0,0,0.294957,0,0,-1.27836,1.07607,0,-1.1479,0,0,0,0,0,0,0,-0.164113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5938,0,0,-0.253577,-1.20313,0,-0.341972,0,0,0.393759,0,0,0,0,0,0,0,0,0,0,-0.705369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939,-1.03606,0,0,0,0,0,0,0,0,-0.0783606,-0.0350338,0,0,0,-0.897704,0,0,0,0.572254,0,-0.000366999,-2.06048e-06,0.000239483,-2.05877e-07,-8.5304e-07,-0.00465268,-0.000863063,0.00770911,0.0127501,-0.00682927,-0.00256782,-0.00893608,-0.0149725,0.00266092,-0.0102137,0.00913576,0.0149114,-0.010108,0.00112545,-0.902166,-0.00419382,0.0173073,-0.0162516,0.578977,-0.011243
5940,0,0,0,0,0,-1.43029,-0.776723,-0.762609,0,0,0,0,0.797181,1.40366,-0.479276,0,0,0,0,0,-0.000195092,0.000320563,-1.40954e-06,1.15035e-06,-2.68926e-06,0.0114311,0.00545191,-0.0122594,0.00622502,-0.00883822,-0.00925807,-0.00606904,-0.00667991,0.00624319,0.00483817,0.00207505,0.00287508,0.796124,-0.0211221,-0.477563,-0.0130626,0.0123487,-0.00225356,-0.00699938,-0.000707897
5941,0,0,0,0.43795,0,0,0,0,0,0,0,0,0,0,0,0.691939,0,0,0,0,2.10159e-06,-1.21913e-06,2.1267e-06,2.78128e-06,0.000289088,0.00563943,0.0130004,-0.00159563,-6.21704e-05,0.00879051,0.00143952,0.00270919,0.00554581,0.0149277,-0.00563258,0.00535074,-0.0120554,-0.00598704,0.000459232,0.0101023,0.691939,0.000601932,0.0013484,0.0101093,0.00278484
5942,1.32036,0,0,0,0,0,1.0127,0,1.34997,0,0,0,0,0.0993301,1.60432,0,0,0,0,0,0.000654203,7.14047e-07,-2.5258e-06,-5.41976e-06,4.64143e-06,-0.00147735,-0.0256763,-0.0100177,-0.0139922,0.013017,0.0159358,0.0134089,0.0186283,-0.00336226,0.0190067,-0.010699,-0.0142001,0.00354044,-0.00144641,1.60432,0.0223113,-0.0193577,0.0361714,-0.0120159,0.0253028
5943,0,0,-1.49095,0,-0.648491,0,0,0,0,0,0,0,-1.29335,-0.326581,0,-0.336914,0,0,0,0,-1.58378e-06,-0.000519835,2.47553e-06,-5.93728e-07,-0.000138647,-0.0205757,-0.00273052,0.0255221,-0.0032875,0.00374991,0.00659566,0.00202832,-0.000891526,-0.0157679,-0.014319,-0.000786324,0.00808787,-1.29044,0.034746,-0.00769801,-0.326535,-0.0109455,-0.0145319,0.0122573,-0.0124712
5944,0.981278,0,0,0,0,-0.268333,0,0,0,0,0,0.753125,0,0.754301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5945,0,0,0,0,0,1.28661,0,0,0,0.634586,0,0,1.48269,0,0,0,0,0,0,-0.89489,6.42544e-07,0.000596615,-4.02503e-06,-8.71842e-07,-2.42287e-06,0.0204399,-0.00412646,-0.0283676,0.00380346,-0.00920565,-0.00836473,-0.00383749,-0.00207359,0.00974359,0.0195593,-0.00208531,-0.00254262,1.48269,-0.0400888,0.0031859,-0.0118985,0.0122118,0.0159065,-0.0196946,0.0127424
5946,0.472059,0,0,0,0,0,0,0,-0.563659,0,0,1.13383,0,-0.993035,0,0,0,0.918636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5947,0,0,0,1.19527,0,0,0,0,-1.09522,0,0,0,0,0,0,0,0.193454,0.949648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5948,0,0,0,0,0,0,0.268061,0,0,-1.20868,0.986344,0,0,0,0,0,0,0,0,-1.21853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949,0,0,0,0,0,0,0,0,0,1.5382,0,0,0.176261,0,0,1.16509,0,0,-0.793741,0,4.91597e-06,7.11762e-05,-0.00032711,9.07147e-06,0.000484062,0.0195257,0.0425247,-0.00897691,-0.00647771,0.0130769,-0.00737704,0.00609334,0.0154012,0.0252125,-0.0077437,0.00439381,-0.030263,0.177452,-0.00443092,0.0235778,1.15218,-0.00651669,-0.00137047,-0.77906,0.00216028
5950,0,0,0,0,0,0,-0.600216,0,0,0,0.106553,0,0,0.859581,0,0.301336,0,0,-1.4378,0,3.27173e-06,3.64221e-06,-0.000597229,9.34811e-06,0.000121514,0.0162229,0.0439281,-0.00598039,-0.0123904,0.00268646,-0.0153255,0.00478056,0.0138446,0.00454229,-0.00351209,-0.00558193,-0.0227514,0.0178119,-0.00059424,0.01561,0.280505,-0.016008,-0.00943336,-1.4334,-0.00611202
5951,0.0645055,0,0,0,0,0,0,0,-0.0960848,0,0.522487,0,0,1.13961,0,0,-0.593876,0,0.114497,-1.12114,-1.87655e-07,-3.32319e-07,4.76329e-05,-6.47964e-07,3.48957e-07,-0.00109631,-0.00304728,0.0004209,0.000984527,9.09213e-05,0.00127034,-0.000286737,-0.000910158,0.000155973,8.43422e-05,0.000630068,0.00139369,-0.00162605,6.32471e-05,-0.000892724,0.00165877,0.00129564,0.000797969,0.114497,0.000583296
5952,0,0,-1.38036,0,0,0,0,0,1.7147,0,0,-1.22904,-0.924028,0,0,0,0,-0.789703,0,0,-4.00441e-07,-0.000371818,2.50845e-06,5.43343e-07,1.50996e-06,-0.0127384,0.00257166,0.017679,-0.00237036,0.00573708,0.00521301,0.00239157,0.00129229,-0.00607233,-0.0121896,0.00129959,0.00158459,-0.924028,0.0249838,-0.0019855,0.00741529,-0.00761056,-0.00991315,0.0122739,-0.00794122
5953,0,0,-1.26902,0,0,0,-0.752643,0,0,0,1.66597,0,0,0,0,1.00554,1.07141,0,0,0,3.05408e-06,-1.77167e-06,3.09058e-06,4.04182e-06,0.000420111,0.00819536,0.0188925,-0.0023188,-9.03476e-05,0.0127746,0.00209195,0.00393706,0.00805932,0.0216933,-0.00818541,0.00777583,-0.0175193,-0.00870052,0.000667367,0.0146809,1.00554,0.000874743,0.00195953,0.0146911,0.004047
5954,0,0,0,0,1.35394,0,1.45988,0,0,0,0,-1.59456,-1.33028,0,0,0,0,1.14932,0,0.717902,-5.76496e-07,-0.000535288,3.6113e-06,7.82225e-07,2.17382e-06,-0.0183388,0.0037023,0.0254516,-0.0034125,0.00825939,0.00750491,0.00344303,0.00186045,-0.00874204,-0.0175487,0.00187095,0.00228126,-1.33028,0.035968,-0.00285842,0.0106754,-0.0109566,-0.0142715,0.0176702,-0.0114326
5955,1.06592,0,0,0,0,0,0,-0.483926,0,-0.495593,0,0,1.05432,0,0,-0.164281,0.93315,0,0.78759,0,-1.33288e-06,0.000422251,0.000324287,-5.73746e-06,-6.7958e-05,0.00565452,-0.0269823,-0.0168979,0.00949166,-0.00800769,0.00244843,-0.00534441,-0.00905193,0.00445733,0.0158259,0.00158084,0.010641,1.04456,-0.0281808,-0.00627382,-0.161331,0.0174532,0.0164799,0.771185,0.0124122
5956,-0.821628,0,0,-1.74125,-1.08849,1.26957,0,0,0,0,0,0,0,0,-0.0741595,0,0,0,0.998869,-1.08901,-3.18775e-05,-2.93216e-06,0.000415667,-5.40232e-06,2.82976e-06,-0.00949589,-0.0253976,0.00413501,0.00923582,0.000191491,0.0103458,-0.00312131,-0.00880131,0.00151613,-0.000142779,0.00599128,0.0128149,-0.0143493,0.000618629,-0.0819476,0.0134398,0.012198,0.00528947,0.999425,0.00391906
5957,0,0,0,0,0,-0.400967,0,0,0,0,-0.255324,1.16779,0.588348,0,0,-0.562801,-0.364932,0,0.832929,0,-2.81954e-06,0.000235318,0.000343188,-7.32191e-06,-0.000233558,-0.00445144,-0.0343796,-0.00689685,0.00872197,-0.0101414,0.00475123,-0.00581226,-0.0119548,-0.0071407,0.0129563,-0.000596039,0.0189352,0.581389,-0.0158212,-0.013447,-0.555456,0.0137816,0.0110202,0.816891,0.00703455
5958,-0.663411,0,0,0,0,0,1.30243,0,1.69876,0,0,0,0,0,0,0,1.21649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5959,0,0,-1.70006,0.33354,0,0,0,0,0,0,0,0,0,-0.887523,0,0,0,-1.18884,0.868458,0,-1.42337e-06,-2.52064e-06,0.000361296,-4.91481e-06,2.64684e-06,-0.00831549,-0.0231137,0.00319253,0.00746765,0.000689639,0.00963551,-0.0021749,-0.00690356,0.00118305,0.000639736,0.00477907,0.0105711,-0.0123336,0.00047973,-0.00677132,0.0125818,0.00982746,0.0060526,0.868458,0.00442431
5960,0,0,0,0.969044,0,0.880861,0,0,0,0,-0.436632,0.511619,0,0,0,0,0,0,0,1.26746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5961,0,0,0,0,0,0,0,0,0,-0.96744,0,0,0,0,0,0,0,-1.54374,-1.12303,0.791052,1.8406e-06,3.25952e-06,-0.000467203,6.35549e-06,-3.42271e-06,0.010753,0.0298889,-0.00412836,-0.00965664,-0.000891792,-0.01246,0.00281243,0.00892719,-0.00152984,-0.000827261,-0.00617996,-0.0136698,0.0159489,-0.000620353,0.00875619,-0.0162699,-0.0127082,-0.00782679,-1.12303,-0.0057212
5962,0,0,-1.05101,0,1.69516,0,-0.076106,0,0,0,1.47283,0,0,0,0,1.44092,0,-0.285815,0,0,4.37644e-06,-2.53877e-06,4.42874e-06,5.79186e-06,0.000602011,0.0117438,0.0270726,-0.0033228,-0.000129467,0.0183058,0.00299773,0.00564174,0.0115489,0.0310861,-0.0117295,0.0111426,-0.0251048,-0.0124677,0.000956325,0.0210375,1.44092,0.00125349,0.00280796,0.0210521,0.00579928
5963,1.04595,0,-0.395085,0,0,0,0,-1.39826,0,0,0,0,-1.45973,0,0,-0.540482,0,0,0,0,-2.27417e-06,-0.000586427,2.30153e-06,-1.31414e-06,-0.000223425,-0.0245285,-0.00609217,0.0291748,-0.00369602,0.00219676,0.00711081,0.0016619,-0.00229041,-0.021253,-0.0148568,-0.00212651,0.0119199,-1.45506,0.0391095,-0.0110276,-0.528768,-0.012493,-0.0167135,0.0114932,-0.0147204
5964,0,0,0,0,1.20679,0,0,0,1.06638,0,-0.12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,0,0,0,0.36931,0,1.51842,0,0,0,0,0,0.406136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,-1.01728,-1.29771,-0.275694,0,0,0,1.11617,0,0,0,0,0,0.0814496,0,0,0,1.25656,0,0,0,4.93112e-06,3.36496e-05,7.65723e-06,-0.000559194,-5.68183e-06,-0.00934206,-1.29793,0.0016931,0.0270035,0.00821279,-0.00137822,-0.00156262,0.00231589,-0.00690786,-0.00801152,0.00127178,0.0109908,0.085592,0.00404975,0.0233691,-0.0265898,0.016831,-0.00257459,0.0359688,-0.0101498
5967,0,-0.735752,0,1.23803,0,0,0,0,-1.01763,0.948984,0,-1.51868,0,-1.0042,-0.60004,0,1.70727,0,0,0,-0.000241906,2.29142e-07,5.41142e-06,-0.000314988,-4.88189e-06,-0.00538066,-0.726149,0.00559022,0.0204248,7.45242e-05,-0.00648112,-0.00578154,-0.00558964,-0.00296244,-0.0122602,0.0047876,0.0116216,0.00102439,0.00408562,-0.58689,-0.0230496,0.0164023,-0.0154838,0.0255005,-0.0156151
5968,0.550102,0,-0.19686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524247,0.344533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57084,0,-2.57455e-06,-4.55927e-06,0.000653503,-8.88978e-06,4.78754e-06,-0.0150408,-0.0418074,0.00577457,0.0135073,0.0012474,0.0174285,-0.0039339,-0.012487,0.00213988,0.00115714,0.00864426,0.0191208,-0.0223086,0.000867723,-0.0122478,0.0227576,0.0177756,0.0109478,1.57084,0.00800257
5970,1.44791,0,0.174573,0,0,0.65376,0,0,-0.10822,-1.51655,0,0,0,0,0,0,0,0,-0.53633,-1.03968,8.79024e-07,1.55666e-06,-0.000223124,3.03522e-06,-1.6346e-06,0.00513536,0.0142742,-0.0019716,-0.00461177,-0.000425898,-0.00595057,0.00134314,0.0042634,-0.000730614,-0.000395079,-0.00295139,-0.00652837,0.0076168,-0.000296265,0.00418174,-0.00777009,-0.0060691,-0.00373788,-0.53633,-0.0027323
5971,0,0,0,0,0,0.899866,0,0,0,-1.47889,1.45747,-0.083118,0,0,0,0,0,0,0.492753,-0.402898,-8.07602e-07,-1.43018e-06,0.000204995,-2.78861e-06,1.50179e-06,-0.00471811,-0.0131144,0.00181141,0.00423706,0.000391293,0.00546708,-0.00123401,-0.003917,0.000671251,0.000362979,0.00271159,0.00599793,-0.00699792,0.000272193,-0.00384196,0.00713876,0.00557598,0.00343417,0.492753,0.0025103
5972,0,0.323697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25323,-1.2212e-06,-2.18308e-07,-1.96515e-06,0.000139472,1.38406e-06,0.00261034,0.323697,-0.00081103,-0.00668356,-0.00217472,0.000229162,0.000337192,-0.000606084,0.00185659,0.00226638,-0.000345804,-0.00277634,-0.00103326,-0.00155948,-0.00578547,0.00646944,-0.00403094,0.000860159,-0.00924183,0.00270635
5973,0,0,0,0,0.014366,1.18279,0,0,0,0,0,-0.399647,0,0,1.35966,0,0,0,0,0,0.000554435,6.05153e-07,-2.14061e-06,-4.59323e-06,3.9336e-06,-0.00125205,-0.0217606,-0.00848999,-0.0118584,0.0110319,0.0135056,0.011364,0.0157874,-0.00284951,0.0161081,-0.0090674,-0.0120345,0.00300051,-0.00122583,1.35966,0.0189087,-0.0164056,0.0306552,-0.0101834,0.0214441
5974,0,0,0,0,0,0,0,-0.481275,1.32108,0,0,-1.29178,0,0,0,0,0,0,0,1.30843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5975,0.597849,0,0,0,-0.186805,1.49152,0,0,0,0,0,0,0,0,0,0,-1.03896,0,-1.34199,0.254112,2.19948e-06,3.89505e-06,-0.000558297,7.59467e-06,-4.09007e-06,0.0128496,0.0357166,-0.0049333,-0.0115395,-0.00106567,-0.0148894,0.00336079,0.0106678,-0.00182813,-0.000988559,-0.00738492,-0.0163352,0.0190586,-0.000741308,0.0104635,-0.0194422,-0.015186,-0.00935285,-1.34199,-0.00683671
5976,0,-1.3056,0,0,0,0,1.189,0,0,0.945136,0,0,0,1.41138,-0.116274,0,0,0,0,0,-4.24881e-05,8.28773e-07,8.10932e-06,-0.000562155,-5.91887e-06,-0.0104215,-1.30374,0.00399726,0.0279716,0.00782812,-0.00207926,-0.00233185,0.00109449,-0.00724471,-0.0105188,0.00217019,0.0122273,0.00391096,0.00639484,-0.0929389,-0.0277109,0.0176614,-0.00609091,0.0381469,-0.0127496
5977,0.115691,0,0,0,0.241325,0,0,-1.15621,0,0,-0.198327,0,0.348537,0,0,0,0,0,1.48066,0,-2.2757e-06,0.00013595,0.000615038,-8.58435e-06,3.94314e-06,-0.00937249,-0.0403772,-0.00122537,0.0136259,-0.000988201,0.0144616,-0.00461014,-0.0122575,0.00430746,0.00568853,0.00765779,0.0174253,0.327509,-0.00860582,-0.0107957,0.0186541,0.0196258,0.0140584,1.47603,0.0105385
5978,0,0,0,0,0.874532,0,0,0,0,0,0,0,-1.48403,0,-0.321575,-1.48638,0,0,0.976404,-1.52849,-0.000137888,-0.000597515,0.000406171,-9.54128e-06,-0.00061653,-0.0416256,-0.0446363,0.0374183,0.00752714,-0.011503,0.012919,-0.00711167,-0.0213332,-0.0398151,-0.010568,-0.00188927,0.043173,-1.48575,0.039968,-0.354078,-1.46479,0.00141314,-0.0192629,0.976809,-0.0188337
5979,0,0.696116,0,0.685365,0,0,0,0,0,0,0,0,0,0,-0.552228,0,0,0,-1.49598,0,-0.000225359,3.62673e-06,-0.000625715,0.000310269,-3.18057e-06,0.0204461,0.744769,-0.00379528,-0.0224204,-0.0103453,-0.0215904,-0.000143937,0.00417639,0.00311207,-0.00277043,-0.00529321,-0.0192922,0.0178048,-0.00368219,-0.553006,-0.0154402,-0.018934,-0.0210269,-1.51172,-0.0105107
5980,0.646903,0,0,0,1.54823,0,1.11136,0,0,0,0,0,0,0,0,0,0,-0.463708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,0.437372,0,0,0,0,1.0091,0,0,0,1.48735,0,0,0,-1.73159,0,0,-0.748408,0,-1.35056,0,2.21351e-06,3.9199e-06,-0.000561859,7.64312e-06,-4.11616e-06,0.0129316,0.0359445,-0.00496477,-0.0116131,-0.00107247,-0.0149844,0.00338223,0.0107359,-0.00183979,-0.000994866,-0.00743203,-0.0164394,0.0191802,-0.000746037,0.0105302,-0.0195662,-0.0152829,-0.00941251,-1.35056,-0.00688033
5982,0,0,0,0,0,0,0,-0.982947,-0.046978,0,0,0,-0.469099,-1.44629,-0.155891,0.854084,0,0,0,0,-6.11779e-05,-0.000190334,4.14395e-06,4.2355e-06,0.000357147,0.000637633,0.0198473,0.00797896,7.95251e-05,0.0124981,0.00287485,0.00325524,0.00569134,0.0156698,-0.0149876,0.00830398,-0.0126962,-0.476833,0.0133909,-0.14443,0.855681,-0.00123967,-0.00688297,0.0198769,-0.00305274
5983,0,-0.169612,-0.870733,0,0,0,0,0,0,0,-1.2383,0,0,0,0,0,0.0608229,-0.548668,0,0,6.39891e-07,1.1439e-07,1.02971e-06,-7.30812e-05,-7.25227e-07,-0.00136778,-0.169612,0.000424968,0.00350209,0.00113952,-0.000120078,-0.000176684,0.000317579,-0.000972825,-0.00118755,0.000181196,0.00145476,0.000541412,0.000817143,0.0030315,-0.00338989,0.00211215,-0.00045071,0.00484258,-0.00141809
5984,0,0,1.15934,0,1.09222,0,-1.39624,0,0,-0.579817,0,0,0.0761003,0,0,0,0,-1.39156,0,0,3.29792e-08,3.06219e-05,-2.06589e-07,-4.47482e-08,-1.24356e-07,0.0010491,-0.000211795,-0.00145599,0.000195216,-0.000472489,-0.000429328,-0.000196963,-0.000106429,0.0005001,0.0010039,-0.00010703,-0.000130503,0.0761003,-0.0020576,0.00016352,-0.000610702,0.000626784,0.000816418,-0.00101085,0.000654017
5985,1.59995,0.830465,0,0,0,0,0,1.11736,0,0,0,0.617128,0,0,-1.31692,-0.72907,0,0,0,0,-0.000542356,1.38335e-07,-5.20923e-06,0.000359343,-0.000304861,0.00196764,0.837844,0.00782364,-0.00559596,-0.0255267,-0.0140099,-0.0129963,-0.0226896,-0.00820562,-0.00385243,0.00225734,0.0172357,0.000751226,-0.00329752,-1.34241,-0.730787,0.00491405,-0.0289056,-0.024499,-0.016761
5986,0,0,0,-0.810014,0,-0.147198,0,0,0,0,-0.832519,1.12797,1.36337,0,1.72026,-0.646754,0,0,0,0,0.000700107,0.000550509,-8.39729e-06,-9.21277e-06,-0.000267462,0.0119397,-0.0434776,-0.035335,-0.0114479,-0.00272366,0.00805035,0.00831691,0.0128841,-0.00859865,0.0436303,-0.018391,-0.00629612,1.37276,-0.0388429,1.71375,-0.633772,-0.0100901,0.0521515,-0.0404431,0.0362454
5987,0,0,0,0,0,-0.344793,0,0,1.49212,0,-1.67744,0.651784,0,-1.17592,0,0,0,1.22416,0,0.263079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5988,0,0,0,0.712816,0.205011,0,0.0718656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,0,0,-0.617644,0,-0.55133,0,0,0.394934,0,-0.527103,0,0,0,0,0.286199,-0.572776,0,0,0,1.23403,0.000114965,1.13656e-06,-2.21104e-06,-3.26914e-06,-0.000238475,-0.00493178,-0.015342,-0.000466251,-0.00244465,-0.00495452,0.00165122,0.000149413,-0.0012676,-0.0129567,0.00805322,-0.00633789,0.00744611,0.00558757,-0.000638174,0.277836,-0.568796,-0.00395153,0.00533652,-0.0105119,0.00220858
5990,0,0,0,0,0.227858,0,0,0,0,0,0,0,0,-1.62515,0,0.0758855,0,0,0,0,2.30483e-07,-1.33703e-07,2.33237e-07,3.05025e-07,3.17046e-05,0.000618481,0.00142576,-0.000174994,-6.81828e-06,0.000964063,0.000157874,0.000297119,0.000608214,0.00163713,-0.00061773,0.00058682,-0.00132213,-0.000656604,5.03643e-05,0.00110793,0.0758855,6.60144e-05,0.00014788,0.00110869,0.000305416
5991,0,0,0,0,-0.921812,0,0,0,0.259657,1.63238,0,-1.24889,0,0,1.4304,0,-1.18263,0,0,-0.904721,0.000583282,6.36639e-07,-2.25199e-06,-4.83222e-06,4.13826e-06,-0.0013172,-0.0228928,-0.00893172,-0.0124754,0.0116058,0.0142083,0.0119552,0.0166088,-0.00299777,0.0169462,-0.00953917,-0.0126607,0.00315663,-0.00128961,1.4304,0.0198926,-0.0172592,0.0322501,-0.0107133,0.0225598
5992,-1.36838,-1.04699,0,-0.321175,0,0,0,0,-1.52564,0,0,0,0,0,0.316866,0,0,0,0,0,0.00013316,8.47142e-07,5.85738e-06,-0.00045219,-3.56e-06,-0.00873488,-1.05206,0.000644685,0.0188543,0.00960504,0.00240623,0.00155771,0.0056396,-0.00666918,-0.00357661,-0.000994644,0.0061754,0.00404132,0.00475842,0.335579,-0.0165186,0.00921471,0.00436197,0.0275193,-0.00375613
5993,0,0,0,0,0,0.746271,0,0,0,0,-0.568767,0,0,0.147059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
