index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,reconstructed_0,reconstructed_1,reconstructed_2,reconstructed_3,reconstructed_4,reconstructed_5,reconstructed_6,reconstructed_7,reconstructed_8,reconstructed_9,reconstructed_10,reconstructed_11,reconstructed_12,reconstructed_13,reconstructed_14,reconstructed_15,reconstructed_16,reconstructed_17,reconstructed_18,reconstructed_19
4298,0,0.434043,0,0,0,0,-1.04203,0,0,-1.39479,0,0,0,0,-0.529779,0,0,1.48863,0,0,-1.07642e-05,-2.3652e-06,-0.000456425,5.07398e-06,1.7343e-05,0.000182157,-3.16655e-06,-2.07416e-06,9.18311e-06,-0.000597194,0.0341504,0.411836,0.0828792,-0.0157365,-0.0501326,-0.0104501,-1.04941,0.0441592,0.00749237,-1.39509,-0.00745741,0.0384632,-0.0179476,0.0173759,-0.0306257,0.0236207,-0.0232117,0.015786,-0.00976018,0.00757768
4299,-1.13709,0,-1.02616,0,0,0,0,0,0,0,0,0,0,0,0.381288,0.909221,0,0,0,-0.144231,-2.30617e-06,1.01248e-06,6.55608e-06,0.000380725,-0.000417341,4.64346e-06,6.99412e-06,1.37131e-06,-1.99216e-06,4.69299e-06,0.0171853,0.0217418,-1.03009,0.0342911,-0.011707,0.00496122,0.0309682,-0.010426,0.030637,0.022956,-0.00297912,-0.0361616,0.016129,0.0163021,0.012918,0.913414,-0.00725448,-0.00707704,0.00651139,0.00723897
4300,0,0,0,0,0,-0.622595,0,0,-1.05289,0,0,0,0,0,0,0.0333125,0,0,0,0,4.73452e-06,-0.00026564,-3.05597e-06,1.34009e-05,1.64536e-07,-1.11879e-07,2.04649e-06,-2.92245e-06,2.05659e-07,1.17438e-06,0.00345608,-0.000592856,0.000926517,0.00979526,0.0226729,-0.622472,-0.0140271,0.00119722,0.00360149,0.0055381,-0.00218338,-0.00246406,0.0035822,-0.00597336,-0.00621181,0.0309079,-0.00600939,0.00228734,-0.0138,0.00216541
4301,0,0,0.429768,0.0561358,0,0,0,0,0,0.204341,-0.889963,0,0,0,0,0,0.874207,0,0,0,3.28674e-06,-7.14915e-07,-2.07338e-06,-1.13524e-06,0.000172304,-2.24782e-07,2.03095e-05,8.7265e-07,1.35355e-06,8.43403e-05,-0.00746005,-0.0012036,0.419562,0.0442658,0.0160283,-0.00347083,-0.00975304,0.00684286,-0.00438923,0.189191,0.00655162,0.00435343,-0.0053294,-0.00894154,-0.000575525,-0.0052296,0.00500738,0.00252757,0.00412042,-0.00317831
4302,0.390359,0,0,-1.32089,0,0,0,0,0,0,0,0,-0.644014,0,0,0,0,0,-1.14355,0.408474,2.93399e-06,-1.3788e-06,5.75736e-06,-3.54577e-06,7.21888e-06,1.68144e-05,-0.00053823,-0.00047996,6.18749e-06,-3.45813e-06,-0.00716072,0.0801924,0.0360518,-1.34037,0.0148592,-0.00624316,0.0270953,0.0303532,-0.0101907,-0.0166449,-0.0292256,-0.0233435,0.00400063,0.00266934,0.0159336,-0.0164177,-0.00674358,-0.0025328,-1.16484,0.00738792
4303,-1.53903,0,0,0,0,0,0,0,0,0,-1.50182,0,0.702003,0,0.445714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,-1.39769,0,0,0,0,-0.0816129,1.21912,0.147655,0,0,0,-1.34751,0,0,0,0,0.748276,0,-0.149353,0,8.77128e-06,-2.91613e-05,0.00053131,2.09245e-06,-6.45677e-06,1.2607e-06,-5.42766e-06,-6.43906e-05,5.48517e-05,1.25017e-06,0.00131135,0.00622522,-0.0302267,-0.0258944,0.041347,-0.0557393,1.21498,0.121955,-0.00602625,0.00603957,-0.00441402,-0.0138496,-0.00198894,-0.00362515,0.0127373,0.00999421,0.000598233,-0.0128224,-0.159912,0.00621437
4305,0,0,-1.11252,0.0130529,-1.66174,0,0,0,-0.401421,0,0,0,0,0,0.443202,0,0,0.559666,0,0,-0.000679522,1.12044e-05,-3.39703e-06,-7.21797e-06,-0.000463026,5.24604e-06,1.68601e-05,-1.89176e-06,-1.23388e-05,5.31497e-06,0.0411085,0.024816,-1.16933,0.070561,-1.69995,0.0538312,-0.0157584,-0.0614339,0.0116344,0.0263445,-0.0123901,-0.0081682,0.0327001,0.010341,-0.00681416,-0.03552,0.00248435,-0.0346501,-0.00881076,-0.00313165
4306,-1.70069,0,-1.15948,-1.32437,1.59024,0,0,0,0.831119,0,0,0,0,0,0,0,0,0,0,0,0.000638046,-6.21209e-06,1.88252e-05,8.90586e-06,-0.000450704,7.39838e-06,-0.000531703,-5.56434e-06,3.26937e-06,8.92962e-06,-0.0363927,0.0357472,-1.06151,-1.30496,1.56676,-0.0294989,0.0886467,0.0161686,0.00431698,0.0419768,-0.0323333,-0.0457497,0.00840715,0.0267816,0.0315474,0.043155,-0.0131416,0.0198332,-0.0272654,0.0234823
4307,0,0,0.103815,0.237353,-0.447449,0,0,0,0,0.673953,0,0,0,0,0,0,0,0,0,0,-0.000179287,8.05976e-07,-2.88802e-06,-4.74659e-06,3.17373e-05,1.26792e-06,9.80868e-05,1.12227e-06,-3.91787e-06,0.000287443,-0.00331215,0.00557716,0.0532372,0.247631,-0.44015,0.00393705,-0.0134671,-0.019295,-0.000119987,0.668816,0.00923995,-0.00767769,0.0113259,-0.0114538,0.00203192,-0.0226717,0.00912608,-0.00988599,0.00536848,-0.00838877
4308,1.07108,-1.18548,0,0,0.167543,0,0.49408,0,0,0,0,1.24288,0,-0.721088,0,1.65288,0,0,0,0,8.30204e-05,2.3107e-06,0.000218708,0.000687028,-2.01538e-06,-0.00050412,8.20876e-06,1.17451e-05,4.80344e-06,-8.42885e-06,0.000349355,-1.15544,-0.00866774,0.038833,0.240795,0.0103492,0.50815,0.0234638,0.0270314,-0.0391147,0.0133718,-0.024561,-0.00816065,0.00604791,0.027973,1.63748,0.0167615,-0.00169576,0.0556958,-0.000715372
4309,0,0,0,0,0,0,0,0,-1.18213,0,0,0,0,-1.15672,0.0309585,0,0,0,0,-0.703772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31107,0,-1.17758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,1.2431,0,0,0,0,0,0,0.754435,0,0,-0.875538,0,0,0,0,0,0,0.376882,-0.724091,0,2.99702e-06,-3.44673e-06,-2.47627e-06,2.04929e-07,2.69031e-06,3.52211e-06,-3.89058e-06,-0.000303594,0.000310547,-2.50301e-06,0.0176394,0.0167502,0.0137621,-0.0193381,0.0149548,-0.0165117,-0.0118101,0.76604,-0.0076951,-0.0120661,-0.00409948,-0.00337596,0.00375078,0.00813715,0.011467,0.00125926,-0.0190857,-0.0167065,-0.735751,0.00556343
4312,0,-0.970697,0,0,-0.560651,0,0,1.38949,1.62264,-1.00892,0,0,0,0,0.837921,0,0,-0.187939,0,0,-0.000220138,5.20581e-06,-1.06316e-05,1.16279e-06,1.26484e-05,-0.00042078,4.89043e-06,8.39263e-07,0.000569244,-0.000440125,0.0430932,-0.983057,0.0617132,0.0228023,-0.528216,0.0242806,-0.0504554,1.39756,-0.0171977,-1.04748,-0.00602845,0.046194,-0.0121205,0.0293199,0.00703378,0.00587446,-0.0138067,-0.02784,0.00384343,0.0120014
4313,0,0,0,0,0.998901,0,0,0,0,0.0729384,0,0,0.295805,0,1.19867,0,0,0,0,0,0.00040397,-6.71866e-06,5.42486e-06,4.69429e-06,6.25858e-06,-2.3453e-06,-2.24893e-06,2.69044e-07,3.89124e-06,3.31523e-05,-0.0197947,-0.0110863,0.0309159,-0.0112875,0.999621,-0.0321458,0.0254392,0.0193122,0.000205385,0.081724,0.0015757,-0.0099849,-0.00542382,0.00307559,0.00901554,0.0228451,-0.00598744,0.0147465,0.00119215,0.00364072
4314,0,0,-0.809107,0,0,0,0,0,1.50323,0,0,0,0,0,-0.822646,0,0,0,0,-1.36651,-5.61511e-06,2.31933e-07,4.01602e-06,7.49146e-07,-0.000328364,7.80363e-07,5.4793e-06,-1.12165e-06,-3.96696e-06,6.17034e-06,0.00762361,0.00374298,-0.809107,0.0270819,-0.0276722,0.00125927,0.0189426,-0.0198502,0.00870415,0.029685,-0.00787428,-0.0161027,0.015916,0.012258,0.00493881,0.00330606,-0.00624015,-0.00692581,-0.00529304,0.00272803
4315,0,0,-1.45253,0,0,0,0,0,0,1.49335,0,0,0,0,0,0.163609,0,0,0,0,-5.99081e-06,-2.56769e-06,9.32786e-06,6.42754e-05,-0.000602315,6.65759e-06,1.36008e-05,-8.29463e-07,-1.13418e-05,0.000649912,-0.0155187,0.0308988,-1.51418,0.0669864,-0.0307413,-0.0118086,0.0442327,-0.0562923,0.0182126,1.544,-0.00261167,-0.0653412,0.0494109,0.00531158,0.0286098,0.144182,0.00328575,-0.0187528,-0.00416961,-0.00299925
4316,0,0,0,0,-0.60295,0,0,0,-0.719778,0,0,0,0,0,0,0,0,0,0,0,-0.000243746,3.96368e-06,-3.21983e-06,-2.99296e-06,-4.15126e-06,1.55125e-06,1.46822e-06,-1.42309e-07,-2.48935e-06,-1.16055e-06,0.0110474,0.00731454,-0.0204581,0.0073551,-0.60295,0.018971,-0.0150907,-0.0123444,-0.000151678,-0.00530311,-0.000648527,0.00503639,0.00390976,-0.00235265,-0.00489513,-0.0145373,0.00403773,-0.00909656,-0.000632539,-0.00245044
4317,0,0,0,0,0,0,0,0,0,-0.747101,0,0,0,0,0,0,-0.916192,-0.931529,0,1.04842,-1.61246e-06,1.55755e-06,-9.28036e-07,2.70527e-06,6.33803e-06,-2.30091e-06,-1.87915e-06,-3.40898e-07,2.38492e-06,-0.000319882,0.0152874,-0.0105666,0.0304917,-0.00919449,-0.00736809,0.0073415,-0.0044911,0.0116621,0.000470138,-0.747101,-0.00513465,0.0168102,-0.0107902,0.00841991,-0.00927837,0.012688,-0.00718885,0.00331518,-0.00147731,0.0042908
4318,0.135698,0,-0.29485,0,0,0,-1.71831,-0.985104,0,0,0.697871,0,0,-0.95838,1.0081,0,0,0,0,0,-1.68923e-05,-8.7619e-06,-0.000744428,-5.89594e-06,-0.000114686,2.45131e-07,1.07252e-05,4.72457e-06,-0.000395389,2.89082e-06,-0.00747411,0.00074225,-0.272789,0.0517998,-0.0807939,-0.0398465,-1.69148,-0.95262,0.0187382,0.0140705,0.00166616,0.00509248,0.0121858,-0.000191309,-0.0254724,-0.028415,0.00440584,0.0262385,0.0223222,-0.0178761
4319,0,0,0,0,0,0,0.884012,0,-0.309295,0,0,-0.441046,0,0.0513711,0.912652,0,0,1.70388,0,1.4292,5.50304e-06,4.62151e-06,0.000385906,1.55387e-06,-5.07443e-06,4.06337e-07,-3.55879e-06,-1.01475e-06,-4.32527e-06,1.14159e-06,-0.00190792,0.002104,-0.0239349,-0.0168691,0.0257918,0.0212255,0.884012,-0.0204336,-0.00354375,0.00552457,-0.00235537,-0.00931644,-0.00236828,-0.00321145,0.00820104,0.00737675,0.00377971,-0.00709823,-0.00464371,0.0035515
4320,0,0,-0.432106,0,0,0,0,-1.2034,0,-1.26485,0,0,0,-0.870195,0,0,0,-1.67853,0,0,-1.07976e-05,2.92782e-06,5.72678e-06,1.13385e-06,-0.000170605,-2.56182e-06,1.95713e-06,2.68517e-06,-0.00048959,-0.000534773,0.0128987,-0.0116541,-0.410366,0.0100638,-0.052389,0.0142648,0.0268577,-1.19426,0.0160455,-1.23191,-0.0129504,0.0111276,-0.00759064,0.00748529,-0.026913,0.00457917,0.00163158,0.0201952,0.0132707,-0.00589755
4321,-0.536458,-0.85541,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07536,0,0,0,0,-3.1979e-06,-1.1936e-06,-2.11273e-06,-0.000452824,1.98261e-06,-0.000372726,7.54072e-06,1.88646e-06,-2.86938e-06,1.03907e-06,-0.0155132,-0.87551,0.00910549,0.0364376,-0.0158871,-0.00568042,-0.0101946,-0.014095,-0.0279826,0.00513386,-0.00701141,0.0263053,0.00596961,0.00330208,-0.000703428,-1.09236,0.00973444,-0.00444213,0.00894676,-0.0118667
4322,-1.6941,0,1.38727,0,0,0.449353,-1.1285,0,0,-0.309705,0,0,1.26872,-1.40192,0,0,0,0,0,1.65709,-1.35571e-06,0.000186091,-0.000497659,-1.77605e-06,0.000571964,-2.63316e-06,-7.10645e-06,5.26034e-06,1.32437e-05,-0.000145572,-0.00659394,-0.0126065,1.42969,-0.0357818,-0.00427894,0.423142,-1.15253,0.0644795,-0.0122862,-0.37204,0.0161403,0.0478329,-0.0314315,-0.00909585,-0.018124,-0.00809013,0.00724869,0.0207046,0.0247006,-0.00889531
4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109839,0,0,-0.427645,-1.70642,-6.88494e-07,-2.06056e-06,2.68822e-07,-4.71818e-05,-5.14605e-07,1.97824e-06,-1.48406e-06,-0.000178209,1.05583e-06,1.9432e-07,0.00319519,0.00940811,-0.00246134,-0.00727961,-0.0033001,-0.00972753,0.00119996,0.00507206,-0.00298709,0.000977018,-0.00328695,-0.00332571,0.00351142,-0.00021592,0.000843285,-0.116007,-0.00500729,-0.00330416,-0.429242,-0.00258351
4324,0,0,0,0,0,0,0.795188,0,0,0,-0.251787,0,-1.15379,1.31893,1.13441,0,-0.839627,0.235123,0,0,4.9501e-06,4.15715e-06,0.00034713,1.39774e-06,-4.56456e-06,3.65509e-07,-3.2012e-06,-9.12786e-07,-3.89067e-06,1.02689e-06,-0.00171622,0.00189259,-0.0215299,-0.0151741,0.0232002,0.0190928,0.795188,-0.0183804,-0.00318768,0.00496947,-0.0021187,-0.00838033,-0.00213032,-0.00288877,0.00737701,0.00663554,0.00339993,-0.00638501,-0.00417711,0.00319465
4325,0,0,0,0,0.98409,-0.976439,0,0,0,0,0,0,0,0,0,0,1.11956,0,0.82273,0.661163,0.000405179,-0.000419327,-4.78803e-07,6.58658e-06,8.28175e-06,-7.57229e-06,3.65537e-06,0.000337688,1.47328e-06,4.2702e-06,-0.0209365,-0.0358943,0.0407184,0.0173789,1.01922,-0.989469,-0.00169061,0.00799185,0.00596174,0.0197202,0.00192656,-0.00112394,-0.0063427,-0.0053321,-0.00530403,0.0318218,-0.00657272,0.0242961,0.801359,0.0112704
4326,0,1.32822,0,1.14907,0,0,0,0,0.0232248,0,-1.55555,0,0,0,0,-0.644493,0,0,0,0,-1.00915e-05,-3.36706e-06,-4.41465e-06,-0.00026347,-8.53783e-06,0.000560442,0.000452957,-6.28139e-06,-5.35221e-06,8.93999e-06,0.0207304,1.27307,-0.0423225,1.09264,-0.0488925,-0.0159946,-0.0206732,-0.0261165,0.00099097,0.042048,0.0127978,0.00736331,0.00460417,-0.00966299,-0.0258743,-0.618156,-0.0223902,-0.00244987,-0.0290287,-0.00256797
4327,0,0,-1.52505,0,0,0.465656,0,0,0,0,0,-0.482349,0,0,0,0,0,0,0,-0.457071,-1.39928e-05,0.000199136,9.89531e-06,1.79605e-06,-0.000619064,1.65467e-06,8.79827e-06,1.48202e-07,-7.54766e-06,1.0666e-05,0.0119904,0.00796408,-1.52585,0.0437175,-0.0684746,0.468029,0.0463854,-0.0379058,0.0142494,0.051407,-0.0130168,-0.0289396,0.0272089,0.0275928,0.0141372,0.00802989,-0.00724907,-0.0147181,0.000707216,0.00362592
4328,0,-1.24619,1.09432,0,0.11107,0,1.23493,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38206e-05,4.91108e-06,0.0005337,-3.6172e-06,0.000439143,-0.000537477,-1.58975e-06,7.68781e-06,8.37673e-07,-1.04207e-05,-0.0246603,-1.24966,1.07114,-0.00856121,0.201681,0.0219746,1.20921,0.0054556,-0.0236932,-0.0492904,0.00933877,0.0190401,-0.023848,-0.014519,0.0161194,-0.0162615,0.0282942,-0.00240387,0.0366081,-0.00905325
4329,0,0,0.827516,0,0,1.32333,0,0,0,0.548361,0,0,0,-0.593385,0,0,0,0,-1.22654,0,-3.06819e-06,0.000557636,4.461e-06,-5.39789e-06,0.000328979,8.35287e-06,-1.28119e-05,-0.000502331,6.18747e-06,0.00022521,-0.0140098,0.0393833,0.794439,-0.0626718,-0.0140216,1.28992,0.0201259,0.0300035,-0.0171531,0.502797,0.0100093,-0.0068495,-0.00762256,-0.00631907,0.0202048,-0.0252736,0.01035,-0.00896418,-1.18968,-0.0163482
4330,0,1.25035,0,0,0.708972,0,-0.0566505,0,0,0,0,0,0,0,0.627154,0,-0.102461,0,0,0,0.000282604,-4.45398e-06,-2.03847e-05,8.76348e-06,3.84887e-06,0.000536647,-1.25983e-05,-7.35503e-06,2.1447e-06,5.18826e-06,-0.00318655,1.24162,0.0190779,-0.060732,0.690108,-0.0211799,-0.0360095,0.010929,0.00742702,0.023777,-0.000952375,-0.0165659,-0.00615827,-0.00316115,-0.00524541,0.0414766,-0.0203592,0.0146936,-0.0348982,0.013466
4331,0,-1.44492,0,0,0,0,0.380285,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58544e-06,1.407e-06,0.000165363,-5.5069e-06,-6.14158e-07,-0.000622116,1.12963e-05,8.33152e-06,-6.36227e-07,-4.01206e-06,-0.0120084,-1.44401,-0.0027718,0.0541806,0.0309848,0.00625663,0.376938,-0.00313288,-0.00963863,-0.0183035,0.00114299,0.00898235,0.000960527,0.00570616,0.0156338,-0.0255502,0.0193867,-0.00714735,0.0395343,-0.010967
4332,0,0,-0.653546,0,0,0,-0.4712,-0.392465,1.27816,0,0,0,0,0,0,-0.0856288,0,0,0,0,-9.57542e-06,-2.28922e-06,-0.00020091,-3.7244e-05,-0.000264391,3.68667e-07,7.04003e-06,6.31067e-07,-0.000161481,5.81046e-06,0.000904966,0.00168295,-0.650164,0.0345138,-0.0464999,-0.0102341,-0.448614,-0.398996,0.0105312,0.0279907,-0.00578181,-0.00940654,0.0152104,0.00719903,-0.00552316,-0.0929783,-0.00152897,0.00399066,0.00301994,-0.00481306
4333,-0.65041,0,0,0,0,1.60642,0,1.6498,0,0,0,0,-0.359341,0,0,0,0,0,0,0,-4.81154e-06,0.000685245,9.58523e-07,6.59786e-06,7.67841e-06,-6.22955e-07,-8.3091e-06,2.51093e-06,0.000673593,-8.11814e-06,0.0151741,-0.00267164,0.0382052,-0.0405885,-0.021829,1.60483,0.00347354,1.64811,-0.0219735,-0.0391103,0.0063674,0.0168417,-0.0126113,0.0337397,0.0356338,0.0317963,-0.00792338,-0.0308033,0.0113593,0.0148118
4334,-0.198755,0,0,0,0.996427,0,0,0,0,0,0,-1.23838,0,0,1.58909,0.619032,0,0,0,0,0.00040609,-6.06127e-06,6.31693e-06,0.000263511,6.25365e-06,-7.59606e-08,-2.39576e-06,2.13733e-06,6.18291e-06,-2.14873e-07,-0.0131393,-0.000517253,0.0311315,-0.0121929,1.01235,-0.0290608,0.0296665,0.0304419,0.0135936,-0.00123911,0.00584271,-0.0190388,-0.0092231,0.00440255,0.0126202,0.643056,-0.0062236,0.0161948,0.0100489,0.00662253
4335,0.0220379,0,0,0,0,0,0,0,1.56093,0,0,0,1.72697,-1.31922,0,0.0175434,0,0,0,0,9.291e-08,1.38602e-08,2.82233e-08,7.32773e-06,-1.71929e-08,7.0499e-08,8.67228e-10,5.39071e-08,5.86368e-08,-6.04434e-08,0.000145032,0.000327913,-7.58743e-05,-1.07426e-06,0.00045128,6.49111e-05,0.000133985,0.000284584,0.000378141,-0.000283485,0.000135209,-0.000303686,-7.82719e-05,1.45834e-05,0.000128395,0.0175434,1.27278e-05,3.29303e-05,0.000255163,7.29179e-05
4336,0,0,-1.1626,0.0834231,0,0,-0.592602,0,0,0,0.0263612,0,0,0,0,-0.641266,0,0,0,0,-1.53568e-05,-3.51769e-06,-0.000254243,-0.000267813,-0.000468354,-2.38136e-06,4.39703e-05,-2.62902e-06,-5.09446e-06,1.04975e-05,0.00807715,-0.0111475,-1.14655,0.133684,-0.0745659,-0.0159718,-0.571648,-0.0259867,0.00159924,0.0502294,-0.0132442,-0.0052004,0.0275759,0.0190435,-0.00382245,-0.641466,-0.0123717,-0.00676027,-0.0124748,-0.00195206
4337,0,0,0,0,0,0,0,-0.237439,0,0,0,0.0429877,0,0,0,0,0.706101,1.58715,0.440403,0,-8.90169e-07,2.06562e-06,5.57943e-07,5.83054e-07,-5.37487e-07,-2.31091e-06,1.95925e-06,0.00018394,-9.84439e-05,8.79252e-07,-0.00759061,-0.0109672,-0.00287207,0.00970704,-0.00447077,0.00982867,0.00270376,-0.244498,0.00272972,0.004194,0.00250294,0.00366003,-0.00268189,-0.00249904,-0.00442748,0.00266878,0.00845546,0.00679745,0.444072,-0.000693975
4338,-0.527438,0,0,0,1.00241,0,0,0,-1.51459,0,0.0462924,-1.13859,0,0,-0.412181,1.60005,0,0.704169,0,0,0.000413706,-5.32556e-06,7.92713e-06,0.000673305,5.33344e-06,3.85093e-06,-2.36185e-06,5.15321e-06,9.48658e-06,-3.58333e-06,-0.00513887,0.017747,0.0270917,-0.012326,1.04357,-0.0256193,0.0373088,0.0464783,0.0347407,-0.0170389,0.01341,-0.0360709,-0.0136389,0.00524141,0.0198486,1.62422,-0.00555195,0.0181266,0.0243239,0.0107244
4339,0,0.240075,0,0,0,-1.19252,0,-1.4935,0.858349,0,1.44467,0,-1.22787,0,-1.39998,0,0.29984,0,-0.607492,0,1.58712e-06,-0.000511357,1.17972e-06,-6.58199e-06,-8.17842e-06,0.000107499,2.43059e-06,-0.000255134,-0.000607997,7.29377e-06,-0.00738576,0.259285,-0.0404571,0.0120662,0.00661146,-1.20384,0.00631131,-1.48344,0.0191477,0.0351533,-0.00856341,-0.0240363,0.0138113,-0.0293752,-0.0292157,-0.0317626,-0.000241949,0.0232291,-0.618671,-0.015206
4340,0,1.06646,0,0,0,0.796329,1.19834,0,0,0,0,0,0.648537,0.949248,0,0,0,0,0,0.658136,-1.48361e-06,0.000346494,0.000527575,7.321e-06,-8.28881e-06,0.000460165,-1.69071e-05,-3.97819e-06,-6.88755e-06,3.2223e-06,0.00160281,1.07087,-0.0393684,-0.080744,-0.00762137,0.827223,1.21908,-0.0327147,-0.00250297,0.0149805,-0.00166328,-0.0198027,-0.00944316,-0.00190896,0.010439,0.0342755,-0.000267974,-0.00944619,-0.0186781,0.0114439
4341,0,0,0.379682,0,0,0,0,1.31694,0,0,0,0,0,0,0,0,0,-1.15347,-1.0019,1.06831,7.93197e-06,-4.91583e-06,-6.48016e-06,8.04748e-07,0.000159166,4.29917e-06,-8.45645e-06,-0.000420421,0.000543079,-7.15191e-06,0.0246992,0.020459,0.405505,-0.0419997,0.0393813,-0.0237015,-0.0307542,1.34231,-0.0171374,-0.0345036,-0.00196539,0.00486663,-0.00277299,0.00852836,0.0166897,0.00442668,-0.0273679,-0.0240142,-1.01977,0.00973483
4342,0,0,0,0.361347,0,0,0,0,0.523763,0,0,0,0,0,0,0,0,0,1.3402,0,-5.46089e-07,5.11898e-06,-2.64533e-06,4.10049e-06,-4.79939e-07,-1.04127e-05,0.000150792,0.000558614,-5.11115e-06,1.38833e-06,-0.00789861,-0.0494718,-0.00280814,0.384181,-0.00292464,0.0241008,-0.0123103,-0.0247691,0.00427624,0.00647023,0.0138579,0.0189434,-0.00835289,-0.000430865,-0.00831596,0.0193091,0.0136828,0.00813543,1.34602,0.00308875
4343,0,-0.749752,0,0,0.469619,0,-0.861123,0,0,0,1.33266,0,0,0,0,0,0,0,0,0,0.000186675,-7.89056e-06,-0.000373741,-2.38685e-06,8.99035e-06,-0.000324504,8.97899e-06,5.64896e-06,6.7875e-06,-2.54476e-06,-0.0125511,-0.757499,0.0431537,0.0425829,0.454815,-0.0369433,-0.851106,0.0324546,-0.00064023,-0.0119818,0.00391834,0.011893,0.000288816,0.00863842,0.00210556,-0.0107674,0.00238917,0.0118752,0.0265666,-0.00803437
4344,0,0,0,0,0,0,1.45213,0,0.368138,0,0.647976,0,0,0,0,1.28058,0,0,0,0,1.58215e-05,8.60327e-06,0.00063597,0.000537439,-9.59053e-06,5.81353e-06,-5.78255e-06,2.26806e-06,-2.82474e-06,-2.53681e-06,0.00745248,0.0273921,-0.0448551,-0.0277885,0.075308,0.0396044,1.46191,-0.0127921,0.0217811,-0.011618,0.00600053,-0.0374711,-0.0096037,-0.00421078,0.0228437,1.29269,0.00713782,-0.00925619,0.0109976,0.0111565
4345,0,0,0,0,1.03914,0,-0.924455,0.860765,0,0,1.33588,0,1.29043,0,0,0,-0.682757,0,0,0,0.000417952,-1.17835e-05,-0.000401697,6.28437e-06,1.67326e-05,-3.75424e-06,-3.9121e-07,-1.45549e-06,0.00036038,-1.69378e-06,-0.00484564,-0.0178366,0.0816624,-0.00302274,1.03015,-0.0557237,-0.91586,0.903408,-0.00361547,-0.0088631,0.00361806,0.00730891,-0.00581898,0.0169377,0.00976125,0.0306922,-0.0231677,0.010024,-0.00735687,0.0109657
4346,0,-0.856729,0,0,0,0,0,0,0,0,-1.69519,0,0,0,0,0,-1.64066,0,0,-1.38612,2.50105e-06,-3.44543e-07,-3.83316e-07,-3.66153e-06,9.30164e-07,-0.000368973,7.60559e-06,5.19881e-06,7.25993e-07,-2.67004e-06,-0.00663346,-0.856729,0.00446149,0.0364278,0.0117931,-0.00170419,-0.0019848,0.00335434,-0.00481111,-0.0122618,0.00127848,0.00770218,0.00117359,0.00420247,0.00717787,-0.0170309,0.0105308,-0.00242734,0.0246254,-0.00740848
4347,0,0,0,0,0,0,-0.970148,0,0,0,0,0.64956,0,0,0,0,1.66549,0.0256713,0,0,-6.03924e-06,-5.07182e-06,-0.000423507,-1.70528e-06,5.56887e-06,-4.45929e-07,3.90554e-06,1.11362e-06,4.74671e-06,-1.25283e-06,0.00209383,-0.00230901,0.026267,0.0185127,-0.0283048,-0.0232937,-0.970148,0.0224246,0.00388904,-0.00606287,0.00258487,0.0102242,0.00259904,0.00352436,-0.00900012,-0.00809551,-0.00414799,0.00778986,0.00509617,-0.00389755
4348,0.260973,-1.30872,0,0,0,0,0,0.724863,0,1.15548,0,0,-0.518648,0,0,0,0,-0.260427,0,0,9.36767e-06,-3.03585e-06,-2.25423e-06,-7.46049e-06,-4.78446e-06,-0.000560628,1.31919e-05,6.14297e-06,0.00029348,0.000488551,-0.0235042,-1.29493,-0.022344,0.0631404,0.0445513,-0.0146583,-0.01075,0.71195,-0.014462,1.12645,0.00992568,-0.00897321,0.0171696,0.00141815,0.0336527,-0.0343953,0.0168839,-0.019847,0.0286993,-0.00914764
4349,0.659158,0,0,0,0,0,0,0,1.14614,0,0,0,0,0,0,0,0,0,0,0.0831624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,0,0,0,0,0,0,0,0.0381418,0,-1.35973,0,0,0,0,0,0,1.35966,0.837504,0.574895,0.468608,-2.63047e-06,5.48288e-06,-2.4513e-06,6.79729e-06,1.25611e-05,-7.46953e-06,-1.50242e-06,0.000238375,1.80061e-05,-0.000582051,0.0228477,-0.0347732,0.0603897,-0.00729276,-0.0119752,0.0258554,-0.0116863,0.0501531,0.00135255,-1.3592,-0.00606274,0.0378983,-0.023769,0.0159139,-0.0186623,0.0319756,-0.00700254,0.00961893,0.571617,0.011132
